Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,Inspecção válida até,Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Possibilidade de financiamento,Garantia de Fábrica até,Garantia de Stand (incl. no preço),Filtro de partículas,IUC,IVA Discriminado,Sub-modelo,Clássico,ou até,Consumo Combinado,Gancho de Reboque,Autonomia,Bateria,Consumo,Valor sem ISV,Capacidade da bateria,Site,Portugal,Data
Profissional,BMW,418 Gran Coupé,d Corporate Edition Auto,Diesel,Junho,2021,29 999 km,1 995 cm3,150 cv,,Sedan,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,146 g/km,,1,Nacional,Sim,Sim,Sim,"5,30 l/100km","4,10 l/100km",Usados,33 950        EUR,8090457850,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-418-gran-coup-d-corporate-edition-auto-ID8PvJFE.html,Sim,Sim,,18 Meses,,,Sim,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X3,20 d xDrive Advantage,Diesel,Fevereiro,2018,134 989 km,1 995 cm3,190 cv,,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Integral,,154 g/km,10/02/2024,1,Nacional,Sim,Sim,Sim,,,Usados,33 850        EUR,8090642870,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-advantage-ID8PxwNQ.html,,,,18 Meses,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Ford,Fiesta,1.5 EcoBoost ST High,Gasolina,Julho,2022,14 000 km,1 499 cm3,200 cv,,Citadino,Preto,Metalizado,Manual,6,3,,Classe 1,Tracção dianteira,,151 g/km,,1,Nacional,Sim,Sim,Sim,,,Usados,32 500        EUR,8089857324,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-5-ecoboost-st-high-ID8PudrK.html,,,30/07/2029,,,,,,,100 000 km,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mitsubishi,Outlander,2.4 PHEV Instyle,Híbrido (Gasolina),Setembro,2019,59 946 km,2 360 cm3,224 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,31 990        EUR,8089944385,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-outlander-2-4-phev-instyle-ID8PuA5X.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLA 180,d Style Plus Aut.,Diesel,Julho,2019,66 368 km,1 461 cm3,116 cv,Sim,Coupé,Cinzento,Metalizado,Automática,,4,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,32 990        EUR,8090427617,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-style-plus-aut-ID8PvBO1.html,Sim,Sim,,18 Meses,Sim,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Peugeot,3008,1.2 PureTech Allure Pack EAT8,Gasolina,Julho,2022,27 000 km,1 199 cm3,130 cv,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,,,139 g/km,,,Nacional,,,Sim,,,Usados,32 900        EUR,8090193305,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-pack-eat8-ID8PwCQN.html,Sim,Sim,,24 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,XC 60,2.0 D4 R-Design Geartronic,Diesel,Setembro,2019,90 000 km,1 969 cm3,190 cv,Sim,SUV / TT,Branco,,Automática,,5,5,,,,,,,Nacional,,,,,,Usados,43 800        EUR,8090679254,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-d4-r-design-geartronic-ID8PxFgG.html,,,,24 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Novembro,2020,40 000 km,1 332 cm3,218 cv,Sim,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,23 g/km,,1,,Sim,Sim,Sim,,,Usados,33 950        EUR,8090305872,24 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8Pv68o.html,Sim,Sim,,18 Meses,,,Sim,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,330,e Line Sport Auto,Híbrido (Gasolina),Outubro,2020,54 589 km,1 998 cm3,293 cv,Sim,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,38 990        EUR,8090082353,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-line-sport-auto-ID8Pw9Zf.html,Sim,Sim,,18 Meses,,,Sim,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,d Style Plus Aut.,Diesel,Abril,2020,76 493 km,1 461 cm3,116 cv,Sim,Monovolume,Azul,Metalizado,Automática,,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,32 990        EUR,8090647057,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8PxvTn.html,Sim,Sim,,18 Meses,Sim,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,XC 60,2.0 B5 Momentum Plus AWD,Diesel,Janeiro,2020,233 012 km,1 969 cm3,235 cv,Sim,SUV / TT,Branco,,Automática,,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,41 990        EUR,8090628374,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-60-2-0-b5-momentum-plus-awd-ID8Pxs22.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A5 Sportback,35 TDI Sport S tronic,Diesel,Dezembro,2018,125 441 km,1 968 cm3,150 cv,Sim,Coupé,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,31 990        EUR,8090620001,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-35-tdi-sport-s-tronic-ID8PxpQZ.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Arteon,2.0 TDI Elegance DSG,Diesel,Dezembro,2019,79 211 km,1 968 cm3,190 cv,Sim,Utilitário,Cinzento,,Automática,,4,5,,,,,,,Nacional,,,,,,Usados,30 990        EUR,8089107282,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-arteon-2-0-tdi-elegance-dsg-ID8Pr4ki.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X3,18 d sDrive Advantage Auto,Diesel,Agosto,2019,67 621 km,1 995 cm3,150 cv,Sim,SUV / TT,Preto,,Automática,,5,5,,,,134 g/km,,,Nacional,,,,"5,30 l/100km","4,60 l/100km",Usados,39 900        EUR,8090714253,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-advantage-auto-ID8PxOnb.html,,,28/09/2026,36 Meses,,,,,,,"4,90 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Honda,Civic,2.0 i-VTEC Type-R,Gasolina,Maio,2016,73 500 km,1 996 cm3,310 cv,Sim,Sedan,Vermelho,,Manual,6,5,5,Classe 1,,,,,1,Importado,Sim,Sim,Sim,,,Usados,37 900        EUR,8085668633,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/honda-civic-2-0-i-vtec-type-r-ID8PcDMd.html,Sim,Sim,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Fiat,500e,,Eléctrico,Abril,2023,28 km,,118 cv,Sim,Citadino,Branco,,Automática,,4,4,Classe 1,,,,,,Nacional,,Sim,Sim,,,Novos,37 990        EUR,8089237685,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500e-ID8PrCfz.html,Sim,Sim,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mitsubishi,L200,2.3 DI-D CD Invite 4WD,Diesel,Dezembro,2022,13 km,2 268 cm3,150 cv,Sim,SUV / TT,Branco,,Manual,6,4,3,,,,,,,Nacional,,,Sim,,,Novos,37 990        EUR,8089628095,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-2-3-di-d-cd-invite-4wd-ID8PtfOw.html,Sim,Sim,,36 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 220,D AMG Line 7L,Diesel,Março,2018,141 296 km,1 950 cm3,194 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,7,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,38 850        EUR,8089982080,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-7l-ID8PuJTV.html,Sim,Sim,,18 Meses,Sim,,,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,V90 Cross Country,2.0 D5 Pro AWD Geartronic,Diesel,Julho,2017,215 030 km,1 969 cm3,235 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,34 990        EUR,8090427649,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v90-cross-country-2-0-d5-pro-awd-geartronic-ID8PvBOx.html,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,318,d Touring Auto,Diesel,Abril,2021,76 500 km,1 995 cm3,150 cv,Sim,Carrinha,Preto,,Automática,,5,5,,,,,,,Nacional,,,,,,Usados,34 900        EUR,8090714228,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-ID8PxOmM.html,,,28/09/2026,36 Meses,,,,Série 3,,,"5,10 l/100km",,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 220,d AMG Line,Diesel,Novembro,2019,128 000 km,1 950 cm3,194 cv,,Coupé,Branco,,Automática,9,3,4,Classe 1,Tracção traseira,,130 g/km,,,Nacional,,Sim,Sim,,,Usados,42 250        EUR,8090676142,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PxEsu.html,Sim,Sim,,18 Meses,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Alfa Romeo,Stelvio,2.0 T Super AT8 Q4,Gasolina,Agosto,2017,62 000 km,1 995 cm3,280 cv,Sim,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Integral,,161 g/km,,1,Nacional,Sim,Sim,Sim,10 l/100km,,Usados,39 500        EUR,8085654590,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-0-t-super-at8-q4-ID8PcA7I.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Volvo,V60,2.0 D4 Inscription Geartronic,Diesel,Abril,2019,99 750 km,1 969 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,146 g/km,,1,Nacional,Sim,Sim,Sim,"5,40 l/100km","4,20 l/100km",Usados,34 750        EUR,8089717694,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-d4-inscription-geartronic-ID8PtD7E.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Ford,Ranger,2.0 TDCi CD Limited 4WD,Diesel,Abril,2021,11 320 km,1 995 cm3,170 cv,Sim,SUV / TT,Preto,Metalizado,Manual,6,4,5,Classe 2,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,42 500        EUR,8090660757,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-ranger-2-0-tdci-cd-limited-4wd-ID8PxAsl.html,Sim,Sim,01/01/0001,36 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A4 Avant,,Diesel,Maio,2019,145 000 km,1 968 cm3,190 cv,,Carrinha,Preto,,Automática,7,5,5,,Tracção dianteira,,120 g/km,,,Nacional,,Sim,Sim,,,Usados,34 000        EUR,8090306722,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-avant-ID8Pv6m6.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X5,25 d sDrive,Diesel,Janeiro,2018,102 000 km,1 995 cm3,231 cv,,SUV / TT,Preto,,Automática,,5,5,Classe 1,Tracção traseira,,139 g/km,,,Nacional,,Sim,Sim,,,Usados,39 250        EUR,8090306724,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-ID8Pv6m8.html,Sim,,,18 Meses,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,318,,Diesel,Outubro,2020,43 335 km,1 995 cm3,150 cv,,Carrinha,Preto,,Automática,8,5,5,Classe 1,Tracção traseira,,105 g/km,,,Nacional,,Sim,Sim,,,Usados,34 250        EUR,8090306713,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-ID8Pv6lX.html,Sim,Sim,,18 Meses,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X2,25 e xDrive,Híbrido (Gasolina),Março,2021,57 823 km,1 499 cm3,220 cv,,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,,39 g/km,,1,,Sim,Sim,,,,Usados,37 980        EUR,8090376714,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25-e-xdrive-ID8Pvoz0.html,Sim,,,18 Meses,,,Sim,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Alfa Romeo,Stelvio,2.2 D Super AT8,Diesel,Junho,2019,84 553 km,2 143 cm3,190 cv,,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção traseira,,160 g/km,,1,Nacional,,Sim,,,,Usados,32 980        EUR,8090535672,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8Px3UQ.html,Sim,,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,318,d Touring Advantage Auto,Diesel,Julho,2020,89 938 km,1 995 cm3,150 cv,,Sedan,Branco,Pérola,Automática,8,5,5,Classe 1,Tracção traseira,,,,1,Importado,Sim,Sim,Sim,,,Usados,33 990        EUR,8088850227,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-advantage-auto-ID8PpZsf.html,Sim,Sim,,18 Meses,,,,Série 3,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Janeiro,2020,94 253 km,1 395 cm3,218 cv,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,,,,,,,Nacional,,Sim,,,,Usados,31 900        EUR,8090660632,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PxAqk.html,Sim,Sim,,18 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Jaguar,F-Pace,E-Performance R-Sport,Diesel,Julho,2017,104 000 km,1 999 cm3,163 cv,,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,,129 g/km,,2,Importado,Sim,Sim,Sim,"6,40 l/100km","4,70 l/100km",Usados,36 666        EUR,8090713890,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-e-performance-r-sport-ID8PxOhk.html,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,DS,DS7 Crossback,1.6 THP Performance Line EAT8,Gasolina,Fevereiro,2019,80 503 km,1 598 cm3,180 cv,,SUV / TT,Cinzento,Pérola,Automática,8,5,5,,,,,,1,Importado,Sim,Sim,Sim,"6,40 l/100km",,Usados,33 990        EUR,8089757376,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-1-6-thp-performance-line-eat8-ID8PtNrG.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X2,25 e xDrive X Pack M,Híbrido (Gasolina),Outubro,2021,25 000 km,1 499 cm3,220 cv,Sim,SUV / TT,Preto,,Automática,,5,5,Classe 1,,,,,1,Nacional,Sim,Sim,Sim,,,Usados,39 700        EUR,8089606183,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-25-e-xdrive-x-pack-m-ID8Pta75.html,Sim,Sim,,18 Meses,,"144,05 €",Sim,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Cupra,Formentor,,Gasolina,Janeiro,2023,3 000 km,1 498 cm3,150 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,,Nacional,,Sim,Sim,,,Usados,33 900        EUR,8090308987,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-ID8Pv6VD.html,Sim,Sim,01/01/0001,36 Meses,,,Sim,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Line Luxury Auto,Diesel,Abril,2019,44 000 km,1 995 cm3,190 cv,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,1 000 km,135 g/km,,1,Nacional,Sim,Sim,Sim,,,Usados,38 980        EUR,8090229262,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PwMcK.html,Sim,Sim,,18 000 Meses,,,Sim,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,520,d Pack M Auto,Diesel,Junho,2018,83 000 km,1 995 cm3,190 cv,Sim,Carrinha,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,1,Nacional,Sim,Sim,Sim,,,Usados,38 500        EUR,8088434396,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Pofhi.html,Sim,Sim,,18 Meses,Sim,,Sim,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Tiguan Allspace,2.0 TDI Highline,Diesel,Agosto,2018,115 000 km,1 968 cm3,150 cv,Sim,SUV / TT,Cinzento,,Manual,,5,7,Classe 1,,,131 g/km,,1,Nacional,Sim,Sim,Sim,,,Usados,33 500        EUR,8088326158,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-highline-ID8PnN7v.html,Sim,Sim,,18 Meses,,148 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MG,MG5,61 kWh Comfort,Eléctrico,Janeiro,2023,3 580 km,,156 cv,Sim,Carrinha,Branco,Pérola,Automática,7,5,5,Classe 1,Tracção dianteira,,,,,Nacional,Sim,Sim,Sim,,,Usados,39 500        EUR,8089555637,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mg-mg5-61-kwh-comfort-ID8PsVXP.html,Sim,Sim,11/01/2030,84 Meses,,,Sim,,,150 000 km,,,400 km,Própria,"17,50 kWh/100km",,61 kWh,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,E 220,D AMG 7L,Diesel,Junho,2019,87 654 km,1 950 cm3,194 cv,Sim,Carrinha,Azul,Metalizado,Automática,9,5,7,,Tracção traseira,,135 g/km,,,Nacional,Sim,Sim,Sim,"5,90 l/100km","4,70 l/100km",Usados,43 990        EUR,8090520741,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-7l-ID8Px021.html,Sim,Sim,,24 Meses,,,Sim,Classe E,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Mercedes-Benz,C 220,d Aut.,Diesel,Dezembro,2016,149 000 km,2 143 cm3,170 cv,,Coupé,Preto,Mate,Automática,,3,,,,,,,,,,,,"4,70 l/100km",,Usados,37 000        EUR,8090702726,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PxLng.html,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Particular,Cupra,Leon,1.4 e-Hybrid VZ DSG,Híbrido (Gasolina),Dezembro,2021,33 000 km,1 395 cm3,245 cv,,Sedan,Azul,Mate,Automática,,5,5,,Tracção dianteira,60 km,29 g/km,,1,Importado,Sim,Sim,Sim,,,Usados,35 400        EUR,8090422528,27 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-leon-1-4-e-hybrid-vz-dsg-ID8PvAtV.html,,,09/12/2023,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,CLS 350,d,Diesel,Outubro,2014,162 000 km,2 987 cm3,258 cv,,Sedan,Branco,,Automática,7,4,4,Classe 1,,,,,2,,,Sim,Sim,,,Usados,32 750        EUR,8090705192,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cls-350-d-ID8PxM12.html,Sim,Sim,,18 Meses,,,,Classe CLS,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,A 180,,Diesel,Julho,2021,40 664 km,1 950 cm3,116 cv,Sim,Utilitário,Branco,Metalizado,Automática,8,5,5,,Tracção dianteira,,,,,Nacional,Sim,Sim,Sim,,,Usados,32 250        EUR,8089275233,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PrM1b.html,Sim,Sim,,24 Meses,Sim,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,C 160,AMG Line,Gasolina,Outubro,2019,47 543 km,1 595 cm3,129 cv,Sim,Sedan,Cinzento,Metalizado,Manual,6,4,5,Classe 1,Tracção traseira,,153 g/km,,1,Importado,Sim,Sim,Sim,"7,50 l/100km",,Usados,32 890        EUR,8088035560,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-160-amg-line-ID8Pmzvs.html,Sim,Sim,,36 Meses,,"173,41 €",Sim,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Mercedes-Benz,B 180,d Progressive,Diesel,Outubro,2020,33 024 km,1 461 cm3,116 cv,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,115 g/km,,1,Importado,Sim,Sim,Sim,,,Usados,32 990        EUR,8086676762,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-ID8PgS2m.html,Sim,Sim,,36 Meses,Sim,145 €,Sim,Classe B,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,MINI,John Cooper Works,Auto Desportiva,Gasolina,Agosto,2020,43 000 km,1 998 cm3,231 cv,,Citadino,Preto,Metalizado,Automática,,3,4,Classe 1,,,,,1,,Sim,,Sim,,,Usados,39 950        EUR,8088175923,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-auto-desportiva-ID8Pna2n.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Porsche,Cayenne,S Hybrid,Híbrido (Gasolina),Dezembro,2010,212 450 km,2 995 cm3,333 cv,,SUV / TT,Cinzento,Metalizado,Automática,8,5,5,,,,193 g/km,,2,Importado,Sim,,Sim,"8,70 l/100km",,Usados,30 950        EUR,8089436793,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-hybrid-ID8Pss2Z.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Audi,A5 Sportback,2.0 TDI Multitronic S-line,Diesel,Março,2017,60 000 km,1 968 cm3,190 cv,,Sedan,Azul,Metalizado,Automática,8,5,4,Classe 1,Tracção dianteira,,126 g/km,,1,Nacional,Sim,Sim,Sim,"5,40 l/100km","4,10 l/100km",Usados,33 950        EUR,8090257152,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-multitronic-s-line-ID8PwTsA.html,Sim,Sim,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,420,i Line Sport Auto,Gasolina,Novembro,2019,70 000 km,1 998 cm3,184 cv,,Coupé,Cinzento,Metalizado,Automática,,2,4,,,,,,,,Sim,Sim,Sim,,,Usados,33 889        EUR,8089406668,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-i-line-sport-auto-ID8Pskd6.html,Sim,,,18 Meses,,,Sim,Série 4,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,Tesla,Model S,P85D,Eléctrico,Maio,2015,146 000 km,,700 cv,Sim,Sedan,Vermelho,,Automática,,5,5,Classe 1,Integral,,,,,Importado,,,Sim,,,Usados,37 900        EUR,8088452286,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-p85d-ID8PojWQ.html,Sim,Sim,,18 Meses,,,,,,,"17,70 l/100km",,480 km,Própria,,,85 kWh,StandVirtual,Yes,2023-09-28
Particular,Jaguar,F-Pace,3.0 TDV6 R-Sport AWD Aut.,Diesel,Junho,2016,183 000 km,2 993 cm3,300 cv,,SUV / TT,Preto,,Automática,8,5,5,,Integral,,,15/06/2024,,,Sim,,Sim,,,Usados,32 000        EUR,8085152333,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-3-0-tdv6-r-sport-awd-aut-ID8PatsN.html,,,,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,BMW,X1,16 d sDrive Pack M Auto,Diesel,Abril,2021,31 937 km,1 496 cm3,116 cv,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,,104 g/km,,,Nacional,,Sim,,,,Usados,42 900        EUR,8087221804,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-auto-ID8Pj9Pm.html,Sim,Sim,,18 Meses,,"148,58 €",,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-28
Profissional,VW,Amarok,3.0 TDI CD Highline 4Motion Aut.,Diesel,Agosto,2019,121 000 km,2 967 cm3,204 cv,Sim,SUV / TT,Cinzento,,Automática,,4,3,,,,,,,Nacional,,,,,,Usados,37 990        EUR,8090524575,28 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-amarok-3-0-tdi-cd-highline-4motion-aut-ID8Px11R.html,,,,18 Meses,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-28
