Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,Consumo Urbano,Consumo Extra Urbano,Filtro de partículas,Aceita retoma,2º Chave,IUC,Consumo Combinado,Inspecção válida até,Sub-modelo,Autonomia Máxima,Autonomia,Bateria,ou até,Garantia de Fábrica até,Clássico,Consumo,Gancho de Reboque,Capacidade da bateria,Valor sem ISV,Site,Portugal,Data
Profissional,Mercedes-Benz,A 250,e AMG Line,Híbrido (Gasolina),Janeiro,2021,25 599 km,1 332 cm3,218 cv,Sim,Sim,Sim,Utilitário,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,23 g/km,18 Meses,1,,,,Usados,38 500        EUR,8090618222,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8Pxpoi.html,,,,,Sim,Sim,,,,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Cupra,Formentor,1.5 TSI DSG,Gasolina,Fevereiro,2023,9 000 km,1 498 cm3,150 cv,,,,SUV / TT,Cinzento,Automática,7,5,,,Tracção dianteira,151 g/km,18 Meses,,,Sim,Sim,Usados,34 950        EUR,8090553768,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-dsg-ID8Px8CI.html,,"6,50 l/100km",5 l/100km,,,Sim,,,,,,,,,,Sim,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Arkana,1.3 TCe Intens EDC,Gasolina,Fevereiro,2023,18 000 km,1 332 cm3,140 cv,,,,SUV / TT,Vermelho,Automática,7,5,,,Tracção dianteira,132 g/km,36 Meses,,,,,Usados,30 950        EUR,8090573061,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-3-tce-intens-edc-ID8PxdDT.html,,"6,50 l/100km","4,70 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy EDC,Gasolina,Junho,2019,21 000 km,1 798 cm3,300 cv,,,Sim,Utilitário,Branco,Automática,6,5,4,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Sim,Usados,39 950        EUR,8090069462,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-edc-ID8Pw6Dk.html,Pérola,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Janeiro,2020,120 500 km,1 950 cm3,306 cv,Sim,,,Sedan,Preto,Automática,,4,5,Classe 1,,,36 Meses,1,Importado,Sim,Sim,Usados,41 500        EUR,8090617552,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8Pxpdu.html,Metalizado,,,,Sim,,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A6,2.0 TDi S-line S tronic,Diesel,Maio,2018,39 000 km,1 968 cm3,150 cv,Sim,,Sim,Sedan,Cinzento,Automática,7,4,5,Classe 1,Tracção dianteira,110 g/km,18 Meses,1,,Sim,Sim,Usados,34 950        EUR,8081414820,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a6-2-0-tdi-s-line-s-tronic-ID8OUNak.html,Metalizado,"4,70 l/100km","3,90 l/100km",,Sim,Sim,,"4,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,Focus,2.3 EcoBoost ST3,Gasolina,Agosto,2021,11 000 km,2 261 cm3,280 cv,,,Sim,Utilitário,Vermelho,Manual,6,5,5,Classe 1,Tracção dianteira,185 g/km,18 Meses,,Importado,Sim,Sim,Usados,39 950        EUR,8089862777,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-2-3-ecoboost-st3-ID8PueRH.html,Mate,"10,80 l/100km","6,20 l/100km",,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A5,2.0 TDi S-line S tronic,Diesel,Junho,2018,19 000 km,1 968 cm3,190 cv,,,Sim,Coupé,Vermelho,Automática,6,2,4,Classe 1,Tracção dianteira,,18 Meses,1,,,Sim,Usados,37 950        EUR,8087577740,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-2-0-tdi-s-line-s-tronic-ID8PkEqg.html,Metalizado,"4,90 l/100km",,Sim,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Hyundai,i30 N,2.0 T-GDi Pack Performance,Gasolina,Janeiro,2018,79 000 km,1 998 cm3,275 cv,,,,Utilitário,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,1,,,Sim,Usados,32 500        EUR,8087949607,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-n-2-0-t-gdi-pack-performance-ID8Pmda7.html,Mate,"10,60 l/100km",,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Março,2018,69 000 km,2 143 cm3,170 cv,,,Sim,Cabrio,Prateado,Automática,9,2,4,Classe 1,Tracção dianteira,,18 Meses,,,,Sim,Usados,37 450        EUR,8086639817,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-aut-ID8PgIqt.html,Metalizado,"5,20 l/100km",,Sim,Sim,Sim,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,C 250,d Aut.,Diesel,Abril,2017,30 000 km,2 143 cm3,204 cv,,,Sim,Cabrio,Prateado,Automática,9,2,4,Classe 1,Tracção traseira,121 g/km,36 Meses,,Nacional,,Sim,Usados,42 950        EUR,8089637515,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-aut-ID8Ptigr.html,Metalizado,"5,20 l/100km","4,30 l/100km",,Sim,Sim,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,3008,1.6 Hybrid Allure Pack e-EAT8,Híbrido (Gasolina),Maio,2022,12 000 km,1 598 cm3,225 cv,,,Sim,SUV / TT,Branco,Automática,8,5,5,Classe 1,Tracção dianteira,28 g/km,18 Meses,1,Importado,Sim,Sim,Usados,38 950        EUR,8089637459,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-allure-pack-e-eat8-ID8Ptifx.html,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,508,2.0 BlueHDi GT Line EAT8,Diesel,Dezembro,2020,40 000 km,1 997 cm3,163 cv,,,Sim,Sedan,Branco,Automática,8,5,5,,Tracção dianteira,146 g/km,18 Meses,1,Importado,,Sim,Usados,34 950        EUR,8089898210,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-2-0-bluehdi-gt-line-eat8-ID8Puo5c.html,Metalizado,"5,50 l/100km","3,80 l/100km",,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,X2,20 d xDrive Auto X Pack M,Diesel,Dezembro,2018,60 000 km,1 995 cm3,190 cv,,,Sim,SUV / TT,Amarelo,Automática,8,5,5,,Integral,,18 Meses,2,,Sim,Sim,Usados,37 950        EUR,8088047935,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-x-pack-m-ID8PmCK3.html,Metalizado,,,Sim,Sim,Sim,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,C 220,d Coupe 4Matic 9G-TRONIC AMG Line,Diesel,Novembro,2016,46 000 km,2 143 cm3,170 cv,,,Sim,Coupé,Cinzento,Automática,9,2,4,Classe 1,Integral,,18 Meses,1,Importado,Sim,Sim,Usados,36 950        EUR,8089289730,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-coupe-4matic-9g-tronic-amg-line-ID8PrPN0.html,Metalizado,5 l/100km,,,Sim,Sim,,,,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2019,69 800 km,1 950 cm3,194 cv,Sim,,,Carrinha,Preto,Automática,,5,5,,,,24 Meses,,Nacional,,,Usados,39 000        EUR,8090337165,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8Pveh7.html,,"5,70 l/100km","4,40 l/100km",,,,,"4,90 l/100km",,Classe E,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,740,d xDrive,Diesel,Janeiro,2017,240 000 km,2 993 cm3,320 cv,Sim,,Sim,Sedan,Azul,Automática,8,4,5,Classe 1,Integral,139 g/km,18 Meses,1,,Sim,Sim,Usados,37 500        EUR,8085888611,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-740-d-xdrive-ID8Pdz0f.html,Metalizado,,,Sim,Sim,Sim,,,,Série 7,1 471 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Junho,2016,158 000 km,2 143 cm3,204 cv,,,,SUV / TT,Cinzento,Automática,9,5,5,,Integral,186 g/km,,,,,,Usados,38 500        EUR,8090584526,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PxgCO.html,,7 l/100km,"5,60 l/100km",Sim,,,,,,Classe GLC,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Volvo,XC 40,2.0 D3 Momentum Geartronic,Diesel,Dezembro,2018,91 740 km,1 969 cm3,150 cv,Sim,,Sim,SUV / TT,Branco,Automática,8,5,5,Classe 1,,,18 Meses,,Nacional,,,Usados,35 999        EUR,8089337834,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-momentum-geartronic-ID8Ps2iS.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,VW,Golf,2.0 TSi R,Gasolina,Outubro,2015,136 000 km,1 984 cm3,300 cv,Sim,,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,Integral,165 g/km,18 Meses,3,Importado,Sim,,Usados,30 999        EUR,8089812044,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-r-ID8Pu1Fq.html,Pérola,"9,40 l/100km","5,90 l/100km",,Sim,Sim,250 €,,30/10/2024,,700 km,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Mercedes-Benz,GLE 350,d 4Matic 9G-TRONIC AMG Line,Diesel,Janeiro,2016,270 000 km,2 987 cm3,258 cv,Sim,,,SUV / TT,Cinzento,Automática,9,5,5,Classe 2,,,,1,Nacional,Sim,Sim,Usados,39 750        EUR,8089745752,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gle-350-d-4matic-9g-tronic-amg-line-ID8PtKqc.html,Metalizado,"8,60 l/100km",,Sim,,Sim,,,01/01/2024,Classe GLE,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,BMW,420,d Pack M Auto,Diesel,Setembro,2017,165 000 km,1 995 cm3,190 cv,,,,Coupé,Preto,Automática,,2,,,,,,,,,,Usados,32 990        EUR,8090525112,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8Px1av.html,,,,Sim,,,,,,Série 4,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,Expert,2.0 BlueHDi L3H1 Prem.Semi-Vidrado,Diesel,Julho,2019,91 264 km,1 997 cm3,122 cv,Sim,,Sim,Carrinha,Branco,Manual,6,5,6,,,,18 Meses,1,Nacional,,,Usados,32 999        EUR,8089517714,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-expert-2-0-bluehdi-l3h1-prem-semi-vidrado-ID8PsN6a.html,,,,,Sim,Sim,,,10/07/2024,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2017,94 000 km,1 995 cm3,190 cv,Sim,,Sim,Carrinha,Azul,Automática,8,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Sim,Usados,31 900        EUR,8090645909,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PxvAR.html,Metalizado,,,,Sim,Sim,,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,A 160,Style,Gasolina,Janeiro,2023,7 044 km,1 332 cm3,109 cv,Sim,,,Utilitário,Azul,Manual,,5,5,,,,24 Meses,,Nacional,,,Usados,32 500        EUR,8090586743,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8Pxhcz.html,,,,,,,,"5,90 l/100km",,Classe A,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Mercedes-Benz,CLA 180,,Diesel,Junho,2019,41 000 km,1 461 cm3,116 cv,,,,Coupé,Preto,Automática,,5,,,,,,,,,,Usados,36 000        EUR,8090691210,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PxInv.html,Metalizado,,,,,,,,,Classe CLA,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,520,d Pack M Auto,Diesel,Setembro,2017,171 000 km,1 995 cm3,190 cv,,,Sim,Carrinha,Preto,Automática,,5,5,,,,18 Meses,,Nacional,Sim,Sim,Usados,31 900        EUR,8089298227,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8PrS03.html,Metalizado,,,,Sim,Sim,,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,GLA 220,,Diesel,Janeiro,2019,84 000 km,2 143 cm3,170 cv,Sim,,,SUV / TT,Cinzento,Automática,7,5,5,Classe 1,,129 g/km,18 Meses,1,Nacional,,,Usados,37 900        EUR,8089635992,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-ID8PthRS.html,,,,,Sim,Sim,,,,Classe GLA,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Agosto,2022,9 907 km,1 496 cm3,116 cv,Sim,,,Sedan,Branco,Automática,,4,5,,,,36 Meses,,Nacional,,,Usados,39 900        EUR,8090438126,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PvExv.html,,,,,,,,"4,60 l/100km",,Série 2,,,,,25/09/2026,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,520,d Auto,Diesel,Janeiro,2021,98 000 km,1 995 cm3,190 cv,Sim,,,Carrinha,Azul,Automática,,5,5,,,115 g/km,36 Meses,,Nacional,,,Usados,41 900        EUR,8090186122,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PwAYV.html,,,,,,,,"5,10 l/100km",,Série 5,,,,,25/09/2026,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Tesla,Model 3,Standard Range Plus RWD,Eléctrico,Maio,2020,28 408 km,,238 cv,Sim,Sim,Sim,Sedan,Azul,Automática,,4,5,Classe 1,,,18 Meses,1,,,Sim,Usados,37 300        EUR,8090058042,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-standard-range-plus-rwd-ID8Pw3F8.html,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A7 Sportback,1.8 TFSI Ultra,Gasolina,Novembro,2016,130 000 km,1 798 cm3,190 cv,Sim,,Sim,Sedan,Preto,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,,,,,Usados,32 900        EUR,8087830586,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a7-sportback-1-8-tfsi-ultra-ID8PlIcq.html,Metalizado,"7,40 l/100km",,,Sim,Sim,240 €,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Audi,A4,35 TDI S tronic,Diesel,Abril,2020,63 684 km,1 968 cm3,163 cv,Sim,,,Sedan,Preto,Automática,,4,5,,,,36 Meses,,Nacional,,,Usados,31 990        EUR,8089944204,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-s-tronic-ID8PuA32.html,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,X6 M,M50 d xDrive,Diesel,Novembro,2012,51 230 km,2 993 cm3,381 cv,,,Sim,SUV / TT,Branco,Automática,,5,4,,,204 g/km,18 Meses,,Nacional,,Sim,Usados,44 900        EUR,8090619168,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x6-m-m50-d-xdrive-ID8PxpDy.html,,,,,Sim,Sim,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,508 SW,1.6 Hybrid GT e-EAT8,Híbrido (Gasolina),Maio,2021,32 778 km,1 598 cm3,225 cv,,,Sim,Carrinha,Cinzento,Automática,8,5,5,,,,36 Meses,,Nacional,Sim,Sim,Usados,37 900        EUR,8090619300,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-hybrid-gt-e-eat8-ID8PxpFG.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Volvo,XC 40,2.0 D3 R-Design Geartronic,Diesel,Agosto,2018,110 000 km,1 969 cm3,150 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,Classe 1,,132 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,36 900        EUR,8089793751,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d3-r-design-geartronic-ID8PtVUn.html,Metalizado,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,530,e iPerformance Line Luxury,Híbrido (Gasolina),Junho,2020,75 607 km,1 998 cm3,252 cv,Sim,Sim,Sim,Sedan,Preto,Automática,,4,5,,,,18 Meses,,Nacional,,,Usados,40 990        EUR,8090617634,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-line-luxury-ID8PxpeO.html,,,,,Sim,Sim,,,,Série 5,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,C 220,D BE Edition AMG Line Aut.,Diesel,Fevereiro,2016,190 000 km,2 143 cm3,163 cv,,,Sim,Coupé,Cinzento,Automática,7,4,4,Classe 1,Tracção traseira,,18 Meses,2,Importado,Sim,Sim,Usados,33 450        EUR,8090326096,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-be-edition-amg-line-aut-ID8PvboA.html,Metalizado,,,Sim,Sim,Sim,250 €,,01/02/2024,Classe C,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,BMW,X2,18 d sDrive Auto Pack M,Diesel,Outubro,2019,84 000 km,1 995 cm3,150 cv,,,,SUV / TT,Branco,Automática,8,5,,Classe 1,Tracção traseira,137 g/km,,,,,Sim,Usados,31 000        EUR,8090616756,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-18-d-sdrive-auto-pack-m-ID8Pxp0E.html,,,,,,Sim,,,,Série X,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Particular,Jaguar,F-Pace,,Diesel,Maio,2018,55 000 km,1 999 cm3,240 cv,,,,SUV / TT,Preto,Automática,,5,5,,,153 g/km,,,,,Sim,Usados,45 000        EUR,8090524933,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-ID8Px17D.html,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Volvo,V90 Cross Country,2.0 D4 AWD Geartronic,Diesel,Julho,2018,94 400 km,1 969 cm3,190 cv,Sim,,Sim,Carrinha,Cinzento,Automática,8,5,5,,Integral,171 g/km,18 Meses,1,Nacional,Sim,,Usados,38 900        EUR,8089930231,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v90-cross-country-2-0-d4-awd-geartronic-ID8PuvpF.html,Metalizado,"6,10 l/100km","4,80 l/100km",,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Tesla,Model 3,Long-Range Dual Motor AWD,Eléctrico,Junho,2019,50 660 km,,351 cv,,,Sim,Sedan,Preto,Automática,,4,5,,,,18 Meses,,Importado,,,Usados,36 999        EUR,8089931050,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-long-range-dual-motor-awd-ID8PuvCS.html,,,,,Sim,,,,01/06/2025,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2022,15 999 km,1 950 cm3,116 cv,Sim,,Sim,Utilitário,Branco,Automática,8,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,Sim,Sim,Usados,36 900        EUR,8088653982,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Ppap0.html,,"5,30 l/100km",,Sim,Sim,Sim,,,,Classe A,,,,,18/04/2024,,,,,,StandVirtual,Yes,2023-09-25
Profissional,MINI,Countryman,Cooper SE ALL4 Auto,Híbrido (Gasolina),Agosto,2021,44 000 km,1 499 cm3,220 cv,Sim,,Sim,SUV / TT,Preto,Automática,6,5,5,Classe 1,Integral,40 g/km,18 Meses,1,Nacional,,,Usados,34 950        EUR,8090691192,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-cooper-se-all4-auto-ID8PxIne.html,Metalizado,"2,40 l/100km","1,70 l/100km",,Sim,Sim,"144,05 €","1,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,318,d Touring Corporate Edition,Diesel,Junho,2020,107 701 km,1 995 cm3,150 cv,Sim,,,Carrinha,Preto,Manual,,5,5,,,,36 Meses,,Nacional,,,Usados,30 900        EUR,8090584269,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-corporate-edition-ID8PxgyF.html,,,,,,,,,,Série 3,,,,,25/09/2026,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Fevereiro,2020,51 718 km,1 998 cm3,292 cv,Sim,,,Sedan,Preto,Automática,,4,5,,,,36 Meses,,Nacional,,,Usados,38 900        EUR,8090438109,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-corporate-edition-auto-ID8PvExf.html,,,,,,,,"1,40 l/100km",,Série 3,,,,,25/09/2026,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Renault,Mégane E-Tech,EV60 Iconic Optimum Charge,Eléctrico,Setembro,2022,12 000 km,,218 cv,Sim,,,Utilitário,Azul,Automática,,5,,,,,36 Meses,,Nacional,,,Usados,44 950        EUR,8090058041,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ev60-iconic-optimum-charge-ID8Pw3F7.html,,,,,,,,,,,,,,,25/09/2026,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,e-208,GT Pack,Eléctrico,Junho,2021,14 900 km,,136 cv,,,Sim,Citadino,Cinzento,Automática,,5,5,,Tracção dianteira,,18 Meses,,Importado,,,Usados,34 950        EUR,8087408885,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-gt-pack-ID8PjVuN.html,Metalizado,,,,Sim,,,,,,,,Própria,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Mercedes-Benz,A 250,e Style Plus,Híbrido (Gasolina),Junho,2023,4 500 km,1 332 cm3,218 cv,Sim,,,Utilitário,Cinzento,Automática,,5,5,,,,24 Meses,,Nacional,,,Usados,41 000        EUR,8090058053,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-style-plus-ID8Pw3Fj.html,,,,,,,,"0,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Ford,Kuga,2.0 TDCi EcoBlue ST-Line X Graphite Tech Aut.,Diesel,Abril,2023,5 705 km,1 995 cm3,120 cv,Sim,,Sim,SUV / TT,Branco,Automática,8,5,5,,Tracção dianteira,151 g/km,36 Meses,1,Nacional,,Sim,Usados,38 490        EUR,8089999164,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-kuga-2-0-tdci-ecoblue-st-line-x-graphite-tech-aut-ID8PuOlu.html,Metalizado,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Maio,2021,50 000 km,1 499 cm3,130 cv,,,Sim,Monovolume,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,130 g/km,36 Meses,1,Nacional,Sim,Sim,Usados,31 990        EUR,8089580691,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pt3tW.html,,"4,40 l/100km","3,60 l/100km",,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Porsche,Cayenne,S,Gasolina,Julho,2011,90 000 km,4 806 cm3,400 cv,Sim,,Sim,SUV / TT,Preto,Automática,7,5,5,,Integral,,18 Meses,,Nacional,Sim,Sim,Usados,38 999        EUR,8089537222,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-cayenne-s-ID8PsSaO.html,Metalizado,"14,50 l/100km",,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Abarth,695,1.4 T-Jet Tributo Ferrari MTA,Gasolina,Dezembro,2010,35 000 km,1 368 cm3,180 cv,Sim,,Sim,Pequeno citadino,Vermelho,Automática,5,3,4,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Sim,Usados,35 999        EUR,8074060673,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-695-1-4-t-jet-tributo-ferrari-mta-ID8OpV13.html,,,,,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,Volvo,XC 90,2.0 D4 Momentum,Diesel,Abril,2016,123 000 km,1 969 cm3,190 cv,,,Sim,SUV / TT,Preto,Automática,8,5,7,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,,Usados,43 400        EUR,8088643449,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-90-2-0-d4-momentum-ID8Pp7F7.html,,"5,80 l/100km",,,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-25
Profissional,BMW,i3,120Ah,Eléctrico,Julho,2020,31 000 km,,170 cv,,Sim,Sim,Citadino,Preto,Automática,,5,4,,,,18 Meses,,Nacional,,,Usados,32 800        EUR,8090109357,25 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8Pwh0N.html,,,,,Sim,,,,,Série i,,,,,,,,,,,StandVirtual,Yes,2023-09-25
