Anunciante,Marca,Modelo,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Versão,Valor Fixo,Tracção,IUC,Filtro de partículas,Consumo Urbano,Emissões CO2,Registo(s),IVA Discriminado,Autonomia Máxima,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,Sub-modelo,Gancho de Reboque,Clássico,Garantia de Fábrica até,Autonomia,Capacidade da bateria,Bateria,Consumo,ou até,Valor sem ISV,Site,Portugal,Data
Profissional,Ford,Puma,Gasolina,Julho,2023,1 851 km,998 cm3,155 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,Classe 1,36 Meses,Nacional,,Sim,Sim,Usados,31 400        EUR,8090193143,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-aut-ID8PwCOb.html,1.0 EcoBoost MHEV ST-Line X Aut.,Sim,,"108,32 €",,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Puma,Gasolina,Julho,2023,50 km,998 cm3,155 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,36 Meses,Nacional,,Sim,Sim,Usados,31 400        EUR,8090193144,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-aut-ID8PwCOc.html,1.0 EcoBoost MHEV ST-Line X Aut.,Sim,,"108,32 €",,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Ford,Puma,Gasolina,Julho,2023,50 km,998 cm3,155 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,36 Meses,Nacional,,Sim,Sim,Usados,31 400        EUR,8090193147,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-1-0-ecoboost-mhev-st-line-x-aut-ID8PwCOf.html,1.0 EcoBoost MHEV ST-Line X Aut.,Sim,,"108,32 €",,,,,,,,,,,,,01/01/0001,,,,,,,StandVirtual,Yes,2023-09-15
Particular,BMW,520,Diesel,Junho,2017,70 631 km,1 995 cm3,190 cv,,,Sedan,Azul,Metalizado,Automática,8,4,5,Classe 1,,Nacional,Sim,Sim,Sim,Usados,34 250        EUR,8087619598,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PkPjo.html,d Line Luxury Auto,,Tracção traseira,"224,94 €",Sim,"5,10 l/100km",114 g/km,,,900 km,,30/06/2025,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,MINI,Cabrio,Gasolina,Setembro,2017,28 000 km,1 998 cm3,231 cv,,,Cabrio,Vermelho,,Automática,,2,4,,,,,Sim,Sim,Usados,31 500        EUR,8086458157,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-cabrio-john-cooper-works-auto-desportiva-ID8PfXat.html,John Cooper Works Auto Desportiva,Sim,,,,"7,40 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Lexus,UX 250h,Híbrido (Gasolina),Julho,2021,40 242 km,1 987 cm3,184 cv,,,SUV / TT,Cinzento,Metalizado,Automática,6,5,,,,,,,,Usados,37 900        EUR,8090257414,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/lexus-ux-250h-executive-ID8PwTvO.html,Executive+,,Tracção dianteira,,,"4,30 l/100km",120 g/km,,,,"4,60 l/100km",,,UX,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Passat Variant,Híbrido (Gasolina),Janeiro,2021,20 232 km,1 395 cm3,218 cv,,,Carrinha,Cinzento,,Automática,,5,5,,36 Meses,Importado,,,,Usados,38 490        EUR,8089917168,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8Put0Y.html,1.4 TSI GTE Plug-in,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,525,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,18 Meses,Nacional,,,Sim,Usados,39 990        EUR,8087526999,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8PkrdR.html,d Pack M Auto,Sim,,,,,,,,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 200,Gasolina,Agosto,2017,71 623 km,1 991 cm3,184 cv,Sim,Sim,Coupé,Prateado,,Manual,,2,4,,18 Meses,Nacional,,,Sim,Usados,30 990        EUR,8089791467,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-standard-ID8PtVjx.html,Standard,,,,,,123 g/km,,,,,08/08/2023,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,640,Diesel,Setembro,2011,193 524 km,2 993 cm3,313 cv,Sim,Sim,Coupé,Preto,,Automática,,2,4,,18 Meses,Nacional,,,Sim,Usados,38 000        EUR,8089909373,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-640-d-pack-m-ID8PuqZf.html,d Pack M,,,,,,,,,,,,,Série 6,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Nissan,Leaf,Eléctrico,Junho,2022,17 100 km,,218 cv,Sim,Sim,Utilitário,Preto,,Automática,,5,5,,60 Meses,Nacional,,,Sim,Usados,41 500        EUR,8089245140,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-leaf-e-acenta-ID8PrEbO.html,e+ Acenta,,,,,,,,Sim,,,,,,,,,385 km,62 kWh,Própria,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 250,Híbrido (Gasolina),Dezembro,2020,44 215 km,1 332 cm3,218 cv,Sim,Sim,Carrinha,Preto,,Automática,,5,5,,18 Meses,Importado,,,Sim,Usados,41 000        EUR,8089942172,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-250-e-shooting-brake-amg-line-ID8Puzvg.html,e Shooting Brake AMG Line,,,,,,,,Sim,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,X5,Diesel,Fevereiro,2016,164 000 km,1 995 cm3,231 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,7,,18 Meses,Nacional,Sim,Sim,Sim,Usados,38 500        EUR,8088339322,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8PnQxQ.html,25 d sDrive Comfort 7L,Sim,,,,,,1,,,,,,Série X,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Setembro,2022,13 427 km,1 950 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,,Automática,9,5,5,,24 Meses,Nacional,,,Sim,Usados,37 900        EUR,8089791577,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PtVlj.html,d AMG Line Aut.,,,,,,,,,,,29/09/2026,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 250,Híbrido (Gasolina),Dezembro,2022,10 900 km,1 332 cm3,218 cv,Sim,Sim,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,24 Meses,Nacional,Sim,,Sim,Usados,41 740        EUR,8090473140,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-e-amg-line-ID8PvNEg.html,e AMG Line,Sim,Tracção dianteira,,,,23 g/km,,,70 km,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mazda,CX-30,Gasolina,Fevereiro,2023,2 500 km,1 998 cm3,122 cv,Sim,Sim,SUV / TT,Preto,,Automática,6,5,5,Classe 1,60 Meses,Nacional,,,Sim,Usados,37 500        EUR,8090473649,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-30-2-0-sky-g-evolve-at-i-active-ID8PvNMt.html,2.0 Sky-G Evolve AT i-Active,,Tracção dianteira,,,"6,80 l/100km",,,,,"4,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,DS,DS3 Crossback,Eléctrico,Maio,2023,100 km,,156 cv,Sim,Sim,SUV / TT,Vermelho,Metalizado,Automática,8,5,5,Classe 1,36 Meses,Nacional,Sim,,Sim,Usados,41 490        EUR,8090314300,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds3-crossback-ID8Pv8kk.html,,,Tracção dianteira,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Kia,Sportage,Gasolina,Junho,2022,16 400 km,1 598 cm3,150 cv,Sim,Sim,SUV / TT,Azul,,Manual,6,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,Usados,31 890        EUR,8090405493,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-sportage-1-6-t-gdi-drive-ID8Pvv3b.html,1.6 T-GDI Drive,,Tracção dianteira,,,"7,80 l/100km",154 g/km,,,,"5,50 l/100km",30/06/2026,,,,,30/06/2029,,,,,150 000 km,,StandVirtual,Yes,2023-09-15
Profissional,Opel,Grandland,Híbrido (Gasolina),Julho,2022,23 450 km,1 598 cm3,225 cv,,,SUV / TT,Branco,Metalizado,Automática,8,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,Usados,36 900        EUR,8090540016,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-1-6-t-phev-ultimate-ID8Px52U.html,1.6 T PHEV Ultimate,,Tracção dianteira,,,,31 g/km,1,,,,,,,,,04/07/2025,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Peugeot,e-2008,Eléctrico,Julho,2023,5 km,,136 cv,Sim,Sim,SUV / TT,Azul,,Automática,,5,5,Classe 1,36 Meses,Nacional,Sim,Sim,Sim,Usados,42 000        EUR,8090222775,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8PwKv7.html,GT,,Tracção dianteira,,,,,,,,,,,,,,,320 km,,,"17,80 kWh/100km",,,StandVirtual,Yes,2023-09-15
Profissional,Porsche,Panamera,Diesel,Outubro,2011,180 000 km,2 967 cm3,250 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,5,4,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,37 999        EUR,8090540017,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8Px52W.html,Diesel,Sim,Tracção traseira,665 €,Sim,"7,80 l/100km",166 g/km,1,,1 000 km,"5,50 l/100km",28/10/2024,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Golf,Gasolina,Maio,2019,65 000 km,1 984 cm3,245 cv,,,Utilitário,Cinzento,Metalizado,Automática,7,5,,,18 Meses,,Sim,,Sim,Usados,33 950        EUR,8090261174,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-performance-ID8PwUws.html,2.0 TSI GTI DSG Performance,,Tracção dianteira,,,"8,20 l/100km",144 g/km,,,,"5,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,GLC 250,Diesel,Novembro,2017,117 000 km,2 143 cm3,204 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,18 Meses,,,Sim,Sim,Usados,38 990        EUR,8087055523,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8Piszp.html,d AMG Line 4-Matic,,,,Sim,"5,50 l/100km",,,,,,,,Classe GLC,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Opel,Corsa-e,Eléctrico,Janeiro,2023,17 459 km,,136 cv,Sim,Sim,Citadino,Branco,,Automática,1,5,,,36 Meses,Nacional,Sim,,Sim,Usados,30 990        EUR,8090607848,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-business-ID8PxmGY.html,Business,,Tracção dianteira,,,,,1,,,,24/01/2027,,,,,24/01/2026,346 km,50 kWh,Própria,15 kWh/100km,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 180,Diesel,Setembro,2021,4 100 km,1 950 cm3,116 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,,5,5,Classe 1,18 Meses,,Sim,Sim,Sim,Usados,35 400        EUR,8086810684,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-style-aut-ID8PhqSo.html,d Shooting Brake Style Aut.,,Tracção dianteira,,,"5,50 l/100km",,,Sim,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,GLC 220,Diesel,Agosto,2017,114 723 km,2 143 cm3,170 cv,,Sim,Coupé,Preto,Metalizado,Automática,,5,5,Classe 1,36 Meses,,,,,Usados,43 990        EUR,8088898977,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-d-4matic-9g-tronic-ID8Pqc8x.html,d 4Matic 9G-TRONIC,,,,Sim,,,,,,,,,Classe GLC,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 200,Diesel,Dezembro,2019,101 790 km,1 950 cm3,150 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,,5,5,,18 Meses,,,Sim,Sim,Usados,36 500        EUR,8088356198,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-progressive-aut-ID8PnUV2.html,d Shooting Brake Progressive Aut.,,,,,,,,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Volvo,S90,Diesel,Março,2020,41 600 km,1 969 cm3,190 cv,Sim,,Sedan,Azul,Metalizado,Automática,8,4,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,41 590        EUR,8090539967,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-s90-2-0-d4-inscription-geartronic-ID8Px527.html,2.0 D4 Inscription Geartronic,,Tracção dianteira,,,,148 g/km,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Tesla,Model 3,Eléctrico,Setembro,2020,68 000 km,,513 cv,,,Sedan,Branco,,Automática,,4,5,,,Nacional,,Sim,Sim,Usados,43 500        EUR,8090506903,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-ID8PvVqP.html,,,,,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Honda,HR-V,Híbrido (Gasolina),Julho,2023,1 km,1 498 cm3,130 cv,Sim,,SUV / TT,Branco,Metalizado,Automática,,5,,,60 Meses,,,,,Novos,38 900        EUR,8089780087,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/honda-hr-v-1-5-i-mmd-ehev-advance-ID8PtTlZ.html,1.5 i-MMD e:HEV Advance,Sim,Tracção dianteira,,,"3,10 l/100km",122 g/km,,,,"4,80 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mazda,MX-5,Gasolina,Agosto,2023,100 km,1 496 cm3,132 cv,,,Cabrio,Verde,,Manual,6,2,2,Classe 1,71 Meses,Nacional,Sim,Sim,Sim,Usados,38 990        EUR,8090585290,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-mx-5-1-5-sky-g-kizuna-ID8PxgP8.html,1.5 Sky-G Kizuna,,Tracção traseira,,,,142 g/km,,,,,,,,,,29/08/2029,,,,,150 000 km,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,C 250,Diesel,Março,2016,98 000 km,2 143 cm3,204 cv,,,Coupé,Branco,Metalizado,Automática,,3,,,,,,,,Usados,34 999        EUR,8089197699,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-ID8PrrQD.html,,,,,,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,Tesla,Model S,Eléctrico,Dezembro,2018,53 075 km,,332 cv,,,Sedan,Preto,Metalizado,Automática,,5,5,,,,,,,Usados,43 050        EUR,8089950047,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75d-awd-ID8PuBzh.html,75D AWD,,Integral,,,,,,,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-09-15
Particular,Mercedes-Benz,C 200,Diesel,Novembro,2019,60 000 km,1 598 cm3,160 cv,,,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,,Importado,Sim,Sim,Sim,Usados,34 000        EUR,8088036357,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-amg-line-aut-ID8PmzJj.html,d AMG Line Aut.,,Tracção traseira,146 €,Sim,"5,30 l/100km",173 g/km,1,,1 200 km,,12/11/2023,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Particular,BMW,330,Gasolina,Dezembro,2018,102 000 km,1 998 cm3,258 cv,,,Sedan,Branco,Pérola,Automática,,4,,,,Nacional,Sim,,Sim,Usados,35 000        EUR,8090295590,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-i-aut-m-sport-ID8Pv3sy.html,i Aut. M Sport,Sim,,,,,,,,,,,,Série 3,,,01/11/2024,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 220,Diesel,Março,2019,83 000 km,1 950 cm3,194 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,,2,4,,18 Meses,Nacional,,,Sim,Usados,44 900        EUR,8087848320,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-aut-ID8PlMOs.html,d AMG Line Aut.,Sim,,,,,,,,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Alfa Romeo,Stelvio,Diesel,Janeiro,2019,40 000 km,2 143 cm3,190 cv,Sim,Sim,SUV / TT,Preto,,Automática,,5,1,,36 Meses,Importado,,,Sim,Usados,40 400        EUR,8089141480,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8PrddS.html,2.2 D Super AT8,,,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Jeep,Compass,Híbrido (Gasolina),Janeiro,2023,10 000 km,1 332 cm3,190 cv,Sim,Sim,SUV / TT,Branco,,Automática,8,5,5,Classe 2,36 Meses,,Sim,Sim,Sim,Usados,44 650        EUR,8089350305,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-compass-1-3-tg-4xe-night-eagle-ID8Ps5y1.html,1.3 TG 4Xe Night Eagle,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Alfa Romeo,Stelvio,Diesel,Março,2018,134 971 km,2 143 cm3,180 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,33 500        EUR,8089121949,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-stelvio-2-2-d-super-at8-ID8Pr88R.html,2.2 D Super AT8,Sim,,,Sim,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,C 220,Diesel,Junho,2017,158 000 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Branco,Metalizado,Automática,,5,5,,18 Meses,Importado,Sim,Sim,Sim,Usados,32 400        EUR,8088770866,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-aut-ID8PpEOe.html,d AMG Line Aut.,,,,,,,,Sim,,,,,Classe C,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A5 Sportback,Diesel,Outubro,2017,68 228 km,1 968 cm3,150 cv,,,Coupé,Azul,,Automática,,5,5,,18 Meses,Nacional,,,,Usados,33 590        EUR,8090045039,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-s-line-s-tronic-ID8Pw0hp.html,2.0 TDI S-line S tronic,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Kia,XCeed,Híbrido (Gasolina),Novembro,2021,24 650 km,1 580 cm3,141 cv,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,6,5,5,Classe 1,18 Meses,,,Sim,Sim,Usados,33 490        EUR,8088488013,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-xceed-1-6-gdi-phev-tech-ID8Pote5.html,1.6 GDi PHEV Tech,,Tracção dianteira,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Porsche,Panamera,Diesel,Maio,2012,257 000 km,2 967 cm3,250 cv,Sim,,Sedan,Preto,,Automática,,5,4,,18 Meses,Nacional,,Sim,,Usados,40 900        EUR,8088770876,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-platinum-edition-ID8PpEOo.html,Platinum Edition,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,Golf,Gasolina,Fevereiro,2021,2 500 km,1 984 cm3,245 cv,Sim,,Utilitário,Branco,,Automática,,5,5,,18 Meses,Nacional,,Sim,,Usados,41 500        EUR,8090001402,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8PuOWA.html,2.0 TSI GTI DSG,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Hyundai,Tucson,Diesel,Junho,2021,5 950 km,1 598 cm3,116 cv,Sim,Sim,SUV / TT,Branco,Mate,Manual,6,5,5,,18 Meses,,Sim,Sim,Sim,Usados,30 750        EUR,8085886763,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-executive-ID8Pdyvr.html,1.6 CRDi Executive,,Tracção dianteira,,,"5,30 l/100km",,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A3 Sportback,Híbrido (Gasolina),Janeiro,2020,60 200 km,1 395 cm3,204 cv,Sim,Sim,Utilitário,Branco,,Automática,,5,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,31 950        EUR,8088770806,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-e-tron-1-4-tfsi-s-line-s-tronic-ID8PpENg.html,e-tron 1.4 TFSI S-line S tronic,,,,,,,1,Sim,70 km,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Jaguar,E-Pace,Diesel,Dezembro,2019,20 500 km,1 999 cm3,240 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,18 Meses,,Sim,Sim,Sim,Usados,44 400        EUR,8087663520,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-e-pace-2-0-i4d-r-dynamic-s-awd-aut-ID8Pl0JO.html,2.0 i4D R-Dynamic S AWD Aut.,,,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Land Rover,Range Rover Evoque,Diesel,Janeiro,2017,124 250 km,1 999 cm3,150 cv,,,SUV / TT,Branco,Metalizado,Automática,,5,,,36 Meses,,,,,Usados,37 000        EUR,8090225226,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8PwL9E.html,2.0 TD4 HSE Dynamic Auto,,,,,"6,10 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,CLA 45 AMG,Gasolina,Agosto,2014,105 027 km,1 991 cm3,360 cv,Sim,,Sedan,Vermelho,Metalizado,Automática,,4,5,Classe 1,18 Meses,Nacional,Sim,Sim,Sim,Usados,39 000        EUR,8089601757,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-45-amg-4-matic-ID8Pt8XH.html,4-Matic,,,,,,,1,,,,,,Classe CLA,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Mercedes-Benz,A 180,Diesel,Janeiro,2021,71 700 km,1 461 cm3,116 cv,Sim,Sim,Utilitário,Cinzento,,Automática,,5,5,,18 Meses,Nacional,,Sim,,Usados,32 400        EUR,8088496536,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Powry.html,d AMG Line Aut.,,,,,,,,Sim,,,,,Classe A,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,BMW,520,Diesel,Agosto,2018,96 600 km,1 995 cm3,190 cv,Sim,,Carrinha,Cinzento,,Automática,,5,5,,36 Meses,Nacional,,,,Usados,31 900        EUR,8090366218,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PvlPI.html,d Auto,,,,,,,,Sim,,,,,Série 5,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Hyundai,Kauai,Eléctrico,Fevereiro,2022,11 200 km,,204 cv,,Sim,SUV / TT,Azul,Metalizado,Automática,1,5,5,Classe 1,36 Meses,,Sim,Sim,Sim,Usados,39 390        EUR,8090539944,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-vanguard-tms-ID8Px51K.html,EV 64kWh Vanguard+TMS,Sim,Tracção dianteira,,,,,,Sim,,,,,,,,,660 km,,Própria,"14,70 kWh/100km",,,StandVirtual,Yes,2023-09-15
Profissional,Citroën,C5 Aircross,Híbrido (Gasolina),Julho,2021,50 400 km,1 598 cm3,225 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,,18 Meses,Nacional,Sim,,Sim,Usados,36 900        EUR,8090111561,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c5-aircross-1-6-hybrid-shine-e-eat8-ID8PwhAl.html,1.6 Hybrid Shine e-EAT8,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,VW,T-Roc,Diesel,Fevereiro,2022,51 650 km,1 968 cm3,115 cv,,,SUV / TT,Cinzento,,Manual,,5,5,,36 Meses,Nacional,,,,Usados,32 490        EUR,8089918991,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-roc-2-0-tdi-style-ID8Putun.html,2.0 TDI Style,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
Profissional,Audi,A5 Sportback,Diesel,Março,2019,58 000 km,1 968 cm3,190 cv,Sim,Sim,Citadino,Vermelho,Metalizado,Automática,,5,5,,18 Meses,Nacional,Sim,,Sim,Usados,36 500        EUR,8088885519,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-40-tdi-sport-s-tronic-ID8Pq8Dt.html,40 TDI Sport S tronic,,,"271,56 €",Sim,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-15
